frame,model_translation_x,model_translation_y,model_translation_z,material_diffuse_r,material_diffuse_g,material_diffuse_b,material_shininess,light_position_x,light_position_y,light_position_z,camera_position_x,camera_position_y,camera_position_z,lookat_target_x,lookat_target_y,lookat_target_z
11,7.174631245171582,15.40529666196678,-18.539020422480124,0.31447192198884855,0.9446136567986734,0.4744815109825953,4.116063901811863,-14.708850999497196,-15.634901140657771,-4.0772184101445355,5.0,5.0,15.0,5.47349584966463,15.862636466277621,-16.689502800965656
12,-2.155500989532623,6.634029577444679,-4.662235577839077,0.6000837031999503,0.40740737027039686,0.9694817397050831,6.723931531605445,5.409335914645016,-18.52221085314449,-2.245383688727536,5.0,5.0,15.0,-2.0267472117936074,7.043972825063645,-6.017686531759117
13,-14.114547792854758,-3.364218345609622,17.228480093520666,0.06358079868077804,0.3664747372304119,0.456247256671258,5.000554885997937,4.7293080132496,-2.621413128679041,-15.356574563753448,5.0,5.0,15.0,-13.143275694497556,-4.57088712884941,16.778499832597152
14,-11.445551048591964,0.31320373007895697,-11.47898464056853,0.4054787024739205,0.39493356364161014,0.017112533735530233,18.55456443057395,17.22188889016283,-18.72480993532249,-14.181640057275864,5.0,5.0,15.0,-11.69357583415198,-0.35787818912199265,-11.792787540805666
15,11.960833804232518,-9.487969264925642,8.513771856348185,0.0715463931107514,0.5706187099412406,0.5769344384809929,6.360825019003624,-4.127260762743067,14.692884326937552,-13.343088428032068,5.0,5.0,15.0,11.064094541164172,-10.63021275422765,7.764043337135655
16,9.600547589280254,-9.281070941172835,-1.589962290336409,0.3190865648714669,0.568654114731883,0.35429719001142135,9.354572758192043,5.3312529974818865,-17.167272852372623,19.575758562751446,5.0,5.0,15.0,10.135905270118275,-11.021129350826488,-2.8837990625809016
17,19.154977881326573,16.996570076703172,1.3856622885240526,0.8842553409183006,0.5718332564427115,0.25647536379622704,7.141548466114818,-13.63570802502656,-18.844674776005228,-15.986049567720224,5.0,5.0,15.0,20.63272936329298,16.323219894645437,1.429179469182455
18,-18.222245889364377,-15.908393397271388,9.753103747984333,0.6865582689318569,0.05889500690116223,0.23128634518223046,15.530536342705373,17.2792207164334,1.296932735265738,-17.025721207284672,5.0,5.0,15.0,-19.19090991737849,-15.208337268518797,11.706070687437343
19,1.1379663854577693,-2.5112294922427445,9.798613670704917,0.9657797919629849,0.10748082808126747,0.4784532179627474,15.618644530604902,4.605095639094543,-0.39258663805623684,-6.936812703723444,5.0,5.0,15.0,2.012001993009046,-1.921669083128203,10.831733582096948
20,-12.835993011782886,13.957198196278277,14.11441760235703,0.6539947227601115,0.5897095585954296,0.940843491258818,3.218753665353373,0.4077996339918073,10.034701277954362,-1.5310382266475386,5.0,5.0,15.0,-12.857322468951715,15.543381213635225,13.122129761378789
21,8.9845621211838,-1.266956486830626,-12.481571223631871,0.034129781170457396,0.2927889257447006,0.5095256798156681,17.079348904869285,-4.811863143682395,6.341056241127234,-16.95109912497312,5.0,5.0,15.0,10.875550461171985,-1.460458392061375,-13.111807974470867
22,4.358491962601004,-8.45345439713089,9.625307542123043,0.4309093892671487,0.5567124337810495,0.060810161229920556,19.866621335346785,18.01954274790606,0.34917961395329655,0.30497437854979026,5.0,5.0,15.0,4.218111487309115,-6.689330176058717,8.328209679340986
23,15.853655847878052,-11.13012208637449,-3.3987097474066843,0.783965450262296,0.5289255854978927,0.5213251978564655,11.649140593052708,6.271597722672297,-4.168964656053928,8.62956404553616,5.0,5.0,15.0,14.634083985791932,-12.127113999375831,-2.983961175747416
24,-13.30282861079288,-18.987798623149303,-8.72965054521953,0.5765457735943891,0.2645491227212873,0.4042742976189444,9.41725306622607,3.787786978200142,-1.2405297077590163,-11.729838619354407,5.0,5.0,15.0,-13.794237402184303,-18.60011117029292,-8.033356172832935
25,-10.201810938524044,-6.000255781649733,-14.143632808011088,0.3723978923514544,0.5379798132128186,0.9888179234865022,15.611983375206613,-5.391464533816816,-19.873409330955212,-7.412405415012046,5.0,5.0,15.0,-10.960314372819779,-4.233503060717058,-15.890176163736564
26,-2.3095803815068976,-9.314379239684602,-8.8337121182707,0.6110671300347074,0.6228735710463194,0.5619102996130323,5.573771709726504,8.640963784223597,-19.62760148236104,18.854486151824837,5.0,5.0,15.0,-3.1159351204934005,-8.465155428995569,-10.436129575395729
27,1.463503394143011,19.54333799855671,-16.582685745943827,0.41477767131384136,0.6849161271312365,0.06748523224031777,15.738414209500636,16.866302727131803,9.736334939337429,8.580483147685221,5.0,5.0,15.0,1.732603085675212,19.327869273047387,-17.952512541902916
28,-7.915931369114798,-14.23223049327242,0.7803658203973463,0.8629332311217426,0.7225188211118064,0.31404533099193044,4.323734870331828,-14.858935270156799,-10.582527712511185,-3.381904951263806,5.0,5.0,15.0,-8.353988332373541,-15.497928196145594,1.2801758271282733
29,-7.101911659601715,7.391073175439466,-7.530249985165591,0.18202659526559317,0.9090915690615738,0.8213095257418912,8.644185334626128,17.34081145896505,-14.491928477464837,10.00175345332272,5.0,5.0,15.0,-7.070924043097882,5.638980381059735,-8.441057188107987
30,-4.335256949702352,7.197545029599148,4.138240265040935,0.5980192489594278,0.42556654028555274,0.7801140961100727,12.986880447755642,0.7838837077448702,16.227715605764438,-12.431876383428193,5.0,5.0,15.0,-4.575424655577292,5.9719157066959525,4.7240578540066895
31,-19.43971512552888,13.05856022079277,-5.789034201584059,0.5412990679752063,0.920670404145532,0.893946205886743,7.660253623369032,8.876336249222998,2.7004675436853667,-11.096305211426799,5.0,5.0,15.0,-21.02988202436861,13.78241369353794,-5.9301538986525
32,3.2176433315578805,-13.368324048550981,0.2780365045687496,0.7030392094950006,0.18336295614941578,0.45885452108964486,18.400570113689795,6.6700720366914545,11.339690727740013,19.505887257893406,5.0,5.0,15.0,1.2982029870396796,-14.762262911797457,1.9218339976511798
33,-1.9415677785749637,-6.987456235720559,4.93065814870587,0.9753882589085919,0.5879185983435153,0.4329095554352538,3.2866981454212456,-19.86487115393738,18.64132740653985,15.365121218006756,5.0,5.0,15.0,-0.5595988044704088,-6.159785274687654,5.639137680615363
34,-0.5495216277400949,8.645688062877305,-8.035075622603367,0.5129020937670232,0.8256077956634913,0.5636492311484702,11.121864290956024,10.566892735183202,13.814164518729811,-14.620262531360954,5.0,5.0,15.0,-2.0441425423762825,9.545850818130427,-10.03023815977064
35,1.3933671779239774,-17.76097516329914,-15.121054096772305,0.2064113393255428,0.043931759698122685,0.3177651798678802,11.570557950501314,8.276289609866474,-5.106926262862235,3.4152933975306183,5.0,5.0,15.0,1.858727583163719,-18.118913757830246,-16.075824223940195
36,-8.854119203116028,13.910282774311383,10.468372507706796,0.7091162276407625,0.008096082355321,0.39122597693357497,10.388396148118076,6.576011809070511,-7.815229100320371,-1.0966315986415296,5.0,5.0,15.0,-10.4479126171765,13.48901568530183,9.40191706213674
37,-16.521001369065633,16.65771835420933,-1.5421929758507567,0.5619656900437688,0.5951970412480084,0.8108777631598322,19.30395946100567,14.811579183358475,-7.582826631670816,-9.601821715326357,5.0,5.0,15.0,-17.282577541931772,16.915142544113174,-2.2194004925848567
38,-18.3411791848105,2.053916639531778,8.476276504753226,0.5572293395890573,0.8689424796550023,0.474221606818112,5.796544933855881,-2.6373618654663744,-15.901580669301406,-4.351601250806585,5.0,5.0,15.0,-17.177941092092897,2.056157829066758,7.903451352683713
39,8.784546802279365,6.977020686604888,8.936977113344255,0.8533184698223815,0.7640405961323112,0.3330153784097698,10.892859874844484,15.854492603108959,10.14216622539611,-18.077538052410056,5.0,5.0,15.0,9.989413241878367,7.364419213453435,7.789688192090263
40,3.578028946950276,-11.85088281073487,-1.4803444173602358,0.879533695157594,0.2196091855197203,0.20613233024980449,5.5589738941061615,9.171108669556066,-1.0511643306106393,-8.110385019024058,5.0,5.0,15.0,4.357137649282983,-13.71560614188277,-3.296498300422375
41,6.376595616103739,-10.479183643537496,-8.94653397118879,0.08360762965607249,0.35246240086075276,0.263908596115654,6.679613699392753,-18.112005208484767,-3.315107078958821,-19.35743671701061,5.0,5.0,15.0,6.086330687968987,-10.88863105383765,-10.077667768261001
42,16.350790748157863,-15.709489589477904,11.656739790386542,0.25120334140353145,0.7263547114034589,0.4401823116473491,6.9853742330438955,6.531492039262133,-4.500103836644151,-1.049076736960707,5.0,5.0,15.0,17.46713874529327,-16.140991363017267,13.247940771983433
43,-7.504805297411954,16.27498464686058,-12.634755183187632,0.24545141024665806,0.7462015942504682,0.45820695346013895,19.669446519250165,13.001406713450336,5.223192806171436,-0.5051401525815216,5.0,5.0,15.0,-8.096825692674551,15.699117224958052,-12.645737594560767
44,16.952768810914023,-5.118687108578474,5.994291907690574,0.38121123773679344,0.9168943237720275,0.23529401657060744,17.692291564174077,-0.13134581410679047,1.161075930450373,-5.000714803136198,5.0,5.0,15.0,18.95035220277436,-6.095880341140932,6.646244473751215
45,9.32637974822621,-2.0284527895021256,-1.7525422304227405,0.760481451647633,0.06451419479438736,0.21642935230815452,18.795659468208264,-13.301693186028833,14.266858985518304,9.415556310766938,5.0,5.0,15.0,9.548600907727458,-2.0866460784873113,0.22253611815895225
46,12.908197346257644,-16.41987979259728,-1.316329976851435,0.7482846214679351,0.7814867869826596,0.6560280190030346,19.981659163016886,8.472816389803764,-17.938716143125784,-13.699562222768273,5.0,5.0,15.0,13.754466743907578,-15.519739524414563,-0.6810206035475184
47,1.6495255774336748,16.47077694957929,8.648337276328707,0.6607901908072809,0.15568416930031503,0.851427511454993,12.66211844425022,-17.270877710047724,-6.5491237469129935,-11.481734627574083,5.0,5.0,15.0,3.0015148262199913,18.051335756101878,7.859740066220636
48,13.091418416385835,-5.727317214972665,-4.533070843860996,0.3465073481317047,0.14722640622683525,0.5770711912843152,8.88501537395664,19.20906083903811,15.543770374426046,7.083951762990441,5.0,5.0,15.0,14.880390857133147,-4.465065442915964,-3.9202950403849286
49,-13.488251170237922,-11.439736310343559,0.46873715835572227,0.7046766451478724,0.6780818967519594,0.9029180465108291,7.606670047743789,15.133591812516855,-14.87057734163933,-0.9038485555080058,5.0,5.0,15.0,-13.244724643554232,-10.79135103798408,1.1365414888241352
50,-6.065934934028711,-11.821034621291403,-5.985003197425911,0.9263169474502992,0.8332056341125301,0.26389721879032213,15.659126243624307,10.253688588183273,-8.07585386024249,4.629283843582336,5.0,5.0,15.0,-5.601843226643398,-11.217251513415217,-4.359274288017952
51,10.316490284581011,-18.7104678517322,2.3604821932356828,0.8324493193378653,0.0811485997519743,0.04539403006036968,16.908814955751033,5.004388254110413,3.7383571267922022,6.980532255032152,5.0,5.0,15.0,9.313788758451535,-19.016927677978458,4.000584625272365
52,1.0244017520195356,-10.731205384842685,12.894403247392894,0.36190829810036196,0.8393350374643856,0.45693090695708805,4.496135254214662,-11.752387066796661,9.898035647817128,11.64530286182966,5.0,5.0,15.0,-0.013291202333131302,-12.378191261151857,13.901117595803944
53,5.627830231001671,11.473730728558792,5.0703084363080855,0.42690957719142886,0.39485350168677147,0.06674283830259664,8.105493968265073,8.323036144236447,14.636241635285835,-10.137587422016114,5.0,5.0,15.0,4.260898459110049,10.545426469799972,6.303314062868964
54,-18.911774185100256,-11.302353882870824,-0.0069051094637018195,0.7148545697616219,0.5392576258649733,0.04348091206791216,8.231973181250071,-2.300333418819843,-7.484970498145254,-8.241502981620595,5.0,5.0,15.0,-17.8248863722963,-12.686952261300423,-1.900576807375049
55,18.04134768986411,4.957016086533002,-17.59569296747558,0.21230248865454393,0.9311606670243499,0.20639490646462255,8.00274345871993,2.322478715242763,6.461131988456259,-6.609396370165207,5.0,5.0,15.0,17.593403594595433,4.3184029585879085,-16.614513252498213
56,18.631301872866942,13.97684596785632,7.634738791959368,0.4061453600845455,0.6970546851561528,0.028166781787281714,15.497801272089804,-4.361186321937778,-4.685411848022284,-0.9437326165642688,5.0,5.0,15.0,16.716974421747114,14.065790314657558,9.331883179151504
57,-17.48790247318267,-1.4046750894003495,-16.768418711440827,0.5389811306721667,0.38884510565267894,0.38698374446761263,17.83001687322639,-1.1198583895047562,14.192780269481844,-14.012747818299815,5.0,5.0,15.0,-19.04171859024141,-3.0953706463733566,-16.851433628248728
58,8.391516833657974,15.377971036804695,11.131227705811376,0.4295664002662921,0.4315818807246641,0.9914075778293109,8.409418493206857,-3.8768210660758804,-13.0563872144588,18.097060484519197,5.0,5.0,15.0,9.656523715568778,14.978237463257692,11.292216388567669
59,9.442583330903915,-13.962015678341416,3.3899432178875557,0.9974936969840618,0.5851621411846171,0.9757348090185902,13.080173957961591,-8.713111012453844,-5.9274351188010055,16.513085900837474,5.0,5.0,15.0,9.079629220712,-14.344181190073506,4.203791016515922
60,11.594429262732259,18.684232507424603,16.858748899981386,0.7526175976856985,0.2592640372482853,0.5421568618158369,10.984299661424275,2.3826003738812105,-7.642918119724239,-19.51493291998267,5.0,5.0,15.0,9.631112995444896,18.866526951951563,16.153536110581175
61,5.154922877452076,-16.291828839923447,1.8230752510391497,0.04441433683724161,0.645706485615829,0.8363469151565851,19.055440161244512,-9.623488754755986,-18.607667309121034,-19.290838675177525,5.0,5.0,15.0,6.963518644676507,-16.692578250073506,2.2436835209758064
62,-13.48551311906732,7.634553636529525,-19.41569268057849,0.477623328708651,0.5403514388810248,0.44209390245008306,15.946143159413252,-18.06061207042475,16.275414187878447,-7.05633494050112,5.0,5.0,15.0,-13.059741868923638,9.470961934416716,-19.822574738679492
63,-14.47491004969152,4.937811779934577,8.916723489116137,0.6228198293314222,0.395671788741747,0.24875085069242397,3.973679351351871,13.770467575870676,-11.656408750481972,6.46924642359679,5.0,5.0,15.0,-14.415563408764513,5.718055344080566,10.370867792526724
64,16.50903255508235,-9.338487565543776,-18.297652497619605,0.05033452497321478,0.7535247882583523,0.29023839534169615,18.090229138449608,18.092603654094013,0.2395683800348749,6.715197578913536,5.0,5.0,15.0,16.35011355724757,-10.576216046748431,-20.06703744963633
65,17.007757034861427,-19.61771222136967,8.499856293106262,0.7709910160898115,0.7276750623617769,0.27407332946383933,14.201228211200547,-12.184008578366875,-11.781448076598329,-2.0902347028283152,5.0,5.0,15.0,16.025972697321173,-18.1794325287435,6.532413447433888
66,-11.458401345401983,9.029225332336441,11.680320800536371,0.35864572098437786,0.012164442075444204,0.6068581252744845,13.842268973125725,15.11797869756149,0.6170136691132235,16.03809214853254,5.0,5.0,15.0,-13.092985669647508,8.958456040422126,12.281615180659147
67,14.926643093063234,-10.447167491648162,-15.137428015979246,0.1999693447012747,0.5911434146558888,0.34608671339947117,4.314283364322952,2.943771386098902,6.904841748078773,-19.926629216827763,5.0,5.0,15.0,15.62559838764679,-12.260038512572358,-14.281896547568572
68,3.8580670397245527,-19.002591150592618,16.731349976506912,0.9676040644183764,0.8400397783310796,0.43385898253418753,5.208153584800945,12.854182424220141,5.74817760967019,-10.72589790377467,5.0,5.0,15.0,5.82775728430082,-19.09849123065445,15.648243304932882
69,-17.08140938168671,14.678664647727395,9.265287364605868,0.15671438419129569,0.5653223387645112,0.2421176021812924,19.65313685854088,12.179426471068588,-7.956967201034008,16.00062333557409,5.0,5.0,15.0,-17.696012063551688,14.834114383013643,8.291595012826823
70,5.074203584963293,11.679211133466005,-7.261575732004637,0.20569531606839697,0.5305025305222584,0.8614825592611081,6.8133375887576175,18.139643943728515,12.17784214405593,7.654208508332495,5.0,5.0,15.0,3.5437485451872686,13.031477099174943,-7.395948348638139
71,3.843260722253355,-12.890678328008773,14.835055148998094,0.92810175780125,0.5317610860444968,0.4792320317036648,6.1503737436919526,-5.3349293816891965,-13.904248425862109,-11.562705076367642,5.0,5.0,15.0,3.086784191154844,-11.193343486682588,12.979753836620327
72,-9.636729687695663,-1.5467569609662277,-3.0269078807571503,0.9174937043649377,0.2417506952452506,0.7862272306744795,11.463360036752604,-13.554171783576496,0.4602667969732934,-1.8075480543526368,5.0,5.0,15.0,-7.857370412506096,0.04084099345419956,-4.331248898938378
73,17.109971909267216,7.579965081875262,-3.4782368395691456,0.25339510748516425,0.5361719473602944,0.3991522422151633,11.931155052222287,12.910662145215767,-13.09817757717854,6.0603342749010025,5.0,5.0,15.0,18.682595358626568,6.392897992889124,-2.0838414749669454
74,12.421100804679753,1.1478233700564928,-11.835623964894548,0.2993243871005348,0.15598323912501777,0.8165603334641299,10.335745343280031,-17.231315296495474,2.574509206532838,15.658033391048434,5.0,5.0,15.0,13.431993957359484,2.697445185117358,-12.96218193908361
75,-12.000700351081441,13.4738610797964,-15.245299238738138,0.8922971123850243,0.18392075287319287,0.8842074194436145,7.535191915624214,4.382786704574478,-14.647108097293696,-1.9330017637314754,5.0,5.0,15.0,-13.296533155622415,11.49124509737867,-15.712154814566052
76,-1.1511491922090578,3.025462067463124,-17.286087175650234,0.31096218155854083,0.2687938710187372,0.8454234526853169,10.620700663613661,-19.168156158307607,-17.061234436941763,10.647647254565797,5.0,5.0,15.0,-3.136285092308813,3.031851087265012,-18.019901461384432
77,-10.761863710003503,5.62169300982351,4.504684022252615,0.5703275373324052,0.9877891988394971,0.5720516466752708,19.882024992950118,-0.9720937484248005,-9.182699548101013,17.180381398043245,5.0,5.0,15.0,-12.196576079937367,7.212249974576979,2.6438035107255757
78,-5.075391601062723,-2.1948836398418763,-9.990160851241638,0.8274223248983205,0.3092370387000005,0.9675528960469802,15.865172608473346,9.725795552274754,11.513991520041891,-4.83114041942633,5.0,5.0,15.0,-7.065737090682325,-1.0291079130501304,-8.609577864076043
79,-16.618439047808206,19.973252497876423,18.627184257372285,0.6426815715121446,0.6102968419862885,0.09633077803023171,7.256439832181436,12.246688095294502,9.097595924175465,10.59678038907306,5.0,5.0,15.0,-14.6738310364518,19.756621785728647,17.6411269896034
80,-3.4892768023380754,-0.9095127388960833,-6.350115229582043,0.3012868192109657,0.10054909432882908,0.6570950810361278,6.75433398350314,3.340010816654548,-12.321697301166147,-15.979749544802582,5.0,5.0,15.0,-4.178331171589221,-0.8549196832860604,-5.971610409205541
81,-10.905441805220377,-0.6170128066057217,15.525203531066069,0.05919858340228357,0.8275375887805999,0.33361931002177947,8.72084191489883,0.3893669604176573,-6.858353960120995,12.393910540095433,5.0,5.0,15.0,-9.868514666786668,-2.3210496588387217,14.85761367379597
82,9.82281604627904,-4.036901213327241,17.08460025829948,0.2718863168623199,0.12015990276864452,0.5767536082931103,8.458191209756297,-5.355818710580458,-2.835245941078771,16.265463600973938,5.0,5.0,15.0,9.479519291859134,-4.5564114521377155,15.220605170968046
83,-0.9901467889048341,11.324002525328055,1.1029222110396084,0.7990811554102891,0.2819101430372176,0.25686435238300864,5.312949659797711,-17.745184278942688,10.854598579016002,-14.432336394596192,5.0,5.0,15.0,0.4849026445063429,10.308500476328705,2.528992113777475
84,-5.702533692577859,-10.941636563616424,1.4597180941448826,0.8118249463001982,0.3596323177433325,0.570846202512889,11.060363642731044,-16.173902199318437,3.5212709592997484,-10.857255761812258,5.0,5.0,15.0,-3.8468868860857865,-9.361834474554403,2.318994348984238
85,-9.41838559441685,-9.14479688497886,-11.058922004763119,0.6996412815703458,0.12937394560094306,0.38913646128212853,12.787698755415024,8.736004262598076,-10.653451404298941,-7.558182115939758,5.0,5.0,15.0,-9.818727692705506,-7.696241548934992,-9.344615188396483
86,3.551742276272442,-4.125302896376986,2.5894514027239595,0.016722116269013987,0.2577147180517817,0.5033548463423407,4.171239417210993,18.92291054371009,18.108428050299132,-10.340264262834982,5.0,5.0,15.0,2.9355535358272493,-5.739398216394518,1.9377214525411457
87,5.8532985260876025,7.1421021752268175,1.8840971768156294,0.6102016856643525,0.7608155852211858,0.3959971030781715,15.630405366726885,-19.412148853667183,-11.100778104679637,7.63366331082549,5.0,5.0,15.0,3.8763594439179343,8.363523222137143,3.8583195583044922
88,-2.604253989960771,18.030512042931996,14.360886305894354,0.3591982476803388,0.5248860573086769,0.30324569141999214,16.159079644925253,17.88342931889781,9.76403091037879,-2.9895302386360854,5.0,5.0,15.0,-1.5216342074203957,17.48329068396128,13.806923896038153
89,-16.263759347884864,9.12189398740395,3.358890043638244,0.30172353476240843,0.0497874485933153,0.058250264971051124,9.075181791953353,-10.391752347008602,5.519864164131917,-4.405889533919268,5.0,5.0,15.0,-16.874019892705036,10.50076779934259,1.586528827280063
90,-5.991359888008292,5.920802564242564,-7.075439307106652,0.6936010700335117,0.03509454357001007,0.110188066373056,3.4047001062246167,-17.701521989499817,18.21076584118491,-10.339318941083157,5.0,5.0,15.0,-7.180981874892941,4.21805265674092,-7.854149784691019
91,-8.945982547568029,-4.164605811180554,13.105792286532505,0.30988732442654143,0.6443520132378906,0.7950255304329791,8.981758517222405,11.201793674517933,-4.417294322783945,-2.443470993968667,5.0,5.0,15.0,-7.138138940222908,-5.6766193110914385,14.682747679140707
92,-9.583848909929449,0.5344950654678158,-15.389905159684417,0.7577671716572527,0.20188113616298076,0.22507838839702732,18.576835395665285,-0.026097000592820052,-17.101993533576724,6.876241731522885,5.0,5.0,15.0,-7.5947941157800045,1.003806822346204,-14.084485493402584
93,3.39277729344278,-13.192319207979573,-7.660929643420896,0.8076620113559086,0.7584717329869831,0.08259338391451554,9.872641128251159,11.008767969311648,-4.4639334235394035,13.356024937099761,5.0,5.0,15.0,4.213378168402494,-13.144005507788995,-9.653801028855334
94,-10.612732370357993,-12.562228829635576,-5.713138191918755,0.8010160150177784,0.3818818862608858,0.3474225513052811,3.7213052198508425,9.878012534223256,-12.251573955218579,-16.94569563553413,5.0,5.0,15.0,-10.239071456151098,-11.122924418796687,-7.026931387607372
95,4.859715432105052,13.306294043655079,-2.2141207578390976,0.4245219212514535,0.8758248643778135,0.36856165208707914,7.502054040999169,-4.914158411446575,9.600502173959878,16.994519234840666,5.0,5.0,15.0,2.9102771918778187,14.43895016273975,-4.095325986193114
96,9.386563812382501,6.345686324172135,2.3001660443495986,0.6936025658386168,0.6298701540738734,0.96523510631924,12.162128304210212,-13.77818953158501,-5.793867831701952,-10.356251373502534,5.0,5.0,15.0,7.560722335507397,5.468006249752908,2.850992995364393
97,9.591171459502949,-4.46356468631242,15.095037553976447,0.3231529932102962,0.4815168977852514,0.06916853345870322,16.8843842008679,16.221055800635625,11.780286497315586,-12.068433914745018,5.0,5.0,15.0,8.48769953807011,-5.460488176417771,15.777439222770447
98,-2.0488618377142878,1.9443704406138487,-9.704216679871429,0.638179668917114,0.3091311597464489,0.5851732818417489,8.795210037958032,-7.330061487441416,-11.714999926421093,6.294502321447261,5.0,5.0,15.0,-2.5590651482995357,1.6727164492077486,-7.985594379501789
99,-2.117207762787384,11.362360003977603,8.923889508907592,0.186924636190954,0.2703207896537204,0.5805077235898811,13.769191189794519,-1.5697056150283153,-15.071071639558893,-12.364657857827744,5.0,5.0,15.0,-2.349774120300989,11.575390078878414,10.886648675436831
100,2.6616149601545303,9.882026496296188,17.35939756304949,0.46793236601907884,0.008108363705470523,0.43308881657649667,11.649599866504968,-3.7642069285567388,-13.477962322019428,7.32334898353556,5.0,5.0,15.0,3.2649029638570934,11.843495861512874,18.624734975713412
101,-9.484294972128215,-10.010527616281903,-2.664650393756361,0.32195594745726963,0.52252532023509,0.3966540787345706,5.911141367050147,14.785298289623022,4.432280079255587,1.527955663077126,5.0,5.0,15.0,-10.035832436825366,-9.837072839919685,-1.2608600404738364
102,1.71635891322304,-12.915185919209913,-18.379096834119593,0.026822760583551486,0.16484471355503016,0.33356252315618606,11.093927227770626,10.108506661705192,11.728330821784475,2.033387663459539,5.0,5.0,15.0,2.4777516153157655,-12.592731180587895,-17.261032313370784
103,3.6042794122489354,15.408066554798069,-5.288321919143861,0.5006860515435355,0.8733500335300207,0.6864483836460491,13.810140061106054,10.404727498375603,14.17047520216218,-6.897516539074168,5.0,5.0,15.0,2.1733725097161964,14.037571125173063,-4.191401086429833
104,-2.219516669722097,0.07126973335225273,-4.508061562572049,0.7830793067861155,0.9452179296033458,0.4045007412033571,3.396988506583275,3.2925747274441903,-0.014069212241150097,17.21671128811805,5.0,5.0,15.0,-1.1621727840391887,-0.26045995052399906,-4.23353687624616
105,0.17843280370518855,-17.036136386670556,13.481515484196194,0.6091957199259674,0.010652979232340211,0.47569152142945936,3.7606427219176424,13.567095909832211,-7.84607079041967,-3.5574068860474384,5.0,5.0,15.0,0.6712529217741423,-16.827010023739778,13.865215367326508
106,16.185408455212958,6.85733083186939,2.5017665241305274,0.028633068825955177,0.017450564094632637,0.43713271431484907,10.265140597143741,11.52492148750964,6.154645514604308,13.796427163076139,5.0,5.0,15.0,16.12306703560651,8.847642745235536,2.2307860474847345
107,8.990580440507621,-11.811825329966137,9.351837687386663,0.09794589101071527,0.5836620558027179,0.5081424011328267,16.578782612065723,-10.458318585388886,4.791736269371452,-10.714525823841242,5.0,5.0,15.0,10.287264293522927,-10.746195307577203,11.054310352474406
